Index,TargetID,ProbeID_A,ProbeID_B
20572,cg20630207,4880612,4880577
20573,cg20630386,6350066,7650497
20574,cg20630567,4050333,430670
20575,cg20630655,6450575,1400131
20576,cg20632573,5220221,6370563
20577,cg20633621,3940025,3450414
20578,cg20633883,6060025,2360253
20579,cg20633959,3370446,1410403
20580,cg20634573,2570196,5550092
20581,cg20636078,50270,1990021
20582,cg20637307,1030600,1690095
20583,cg20637800,3420086,5130435
20584,cg20638426,1780142,1780630
20585,cg20639263,430736,160669
20586,cg20640433,3170040,630735
20587,cg20641280,2810377,1440377
20588,cg20641580,4920192,4920184
20589,cg20641660,150333,6450730
20590,cg20642765,4220255,4220332
20591,cg20643362,5310193,1230379
20592,cg20643416,2260138,1030242
20593,cg20644453,6560435,3130689
20594,cg20644981,6450180,1400739
20595,cg20645058,7550692,1230142
20596,cg20645065,6770333,5560333
20597,cg20645649,5820167,4150626
20598,cg20646490,4890706,6980739
20599,cg20647137,3180372,380274
20600,cg20647888,3890142,50121
20601,cg20648108,3170270,1850358
20602,cg20648149,5560181,4920400
20603,cg20648463,3930059,4590286
20604,cg20648827,2350402,4210608
20605,cg20649047,6450270,1400369
20606,cg20649991,380088,5260088
20607,cg20651453,630747,2630328
20608,cg20651681,7000356,4860435
20609,cg20652640,3940435,3450356
20610,cg20652889,2340438,2340255
20611,cg20654468,2760184,4230685
20612,cg20655010,5220673,6370717
20613,cg20655558,7040437,6620181
20614,cg20656116,1340047,990762
20615,cg20657383,2070397,1500091
20616,cg20657421,5960278,1010762
20617,cg20661303,6590168,5860725
20618,cg20663831,2750368,3710347
20619,cg20663980,3420204,5130288
20620,cg20664201,4670427,4200725
20621,cg20664247,130296,130228
20622,cg20668607,5390768,6200768
20623,cg20669525,5420228,460521
20624,cg20670302,5860014,5860707
20625,cg20672044,6400110,7320215
20626,cg20672744,2230739,1300753
20627,cg20673075,4120377,6290390
20628,cg20673481,7210762,6840484
20629,cg20673611,7150598,7380292
20630,cg20674521,2490259,2070465
20631,cg20674577,1030110,1690754
20632,cg20675440,2970500,6020315
20633,cg20676303,5550326,510131
20634,cg20676475,870301,3440301
20635,cg20676542,6480131,7160348
20636,cg20678353,4830201,4640326
20637,cg20681975,4480601,3360475
20638,cg20683151,3610348,2570148
20639,cg20684399,1980102,1050348
20640,cg20684549,5960047,1010370
20641,cg20684973,5390551,6200164
20642,cg20687462,4920601,4920324
20643,cg20688340,4920577,5890470
20644,cg20691408,3310630,540017
20645,cg20691580,7330025,4780414
20646,cg20692181,450202,4390228
20647,cg20692569,4050242,4050138
20648,cg20693880,5890128,6400470
20649,cg20695057,7380020,7380133
20650,cg20695562,5670326,7400239
20651,cg20695587,2850504,6760348
20652,cg20696985,1660747,450612
20653,cg20697204,6060100,4250376
20654,cg20699736,5310196,6040092
20655,cg20700904,60035,4570608
20656,cg20701850,4560743,1470743
20657,cg20702327,4050040,430671
20658,cg20707333,2630673,20161
20659,cg20707345,7200452,5360253
20660,cg20708411,870070,3440102
20661,cg20712430,3130670,6520132
20662,cg20713333,6100441,6100075
20663,cg20713492,4880768,4880739
20664,cg20714328,5860452,5860368
20665,cg20715219,5490711,3360554
20666,cg20715764,3940653,3450273
20667,cg20716064,290184,6590379
20668,cg20716119,4070300,6900270
20669,cg20716209,5900377,3440564
20670,cg20716571,6420603,7160458
20671,cg20716945,4010767,2510626
20672,cg20717059,60220,4570544
20673,cg20718816,7320026,1240411
20674,cg20720686,380750,5560673
20675,cg20721467,3840309,6180634
20676,cg20723355,6380300,6380270
20677,cg20724073,2640021,6110678
20678,cg20725021,7050139,6130139
20679,cg20727114,5720040,2060288
20680,cg20727362,3800685,2350253
20681,cg20728496,4890537,6980326
20682,cg20728639,3180424,1850133
20683,cg20731798,5900369,5900408
20684,cg20732137,780187,5340187
20685,cg20732367,7330397,4780475
20686,cg20736065,6200309,4390068
20687,cg20737712,4890674,6980408
20688,cg20739508,3400634,1340725
20689,cg20739510,630221,2630563
20690,cg20740029,4220347,870411
20691,cg20743744,940762,4850278
20692,cg20744464,4560010,540341
20693,cg20744809,2810347,1440026
20694,cg20747455,3450746,4490746
20695,cg20748065,110274,110440
20696,cg20750215,4880411,3460364
20697,cg20751395,6380253,6060193
20698,cg20752438,7150541,7150463
20699,cg20755353,5820196,4150092
20700,cg20757196,1430088,1430181
20701,cg20757526,1570041,3840037
20702,cg20757758,5130286,2000040
20703,cg20757912,2450022,2370445
20704,cg20758803,1450136,6330136
20705,cg20760063,3400609,1340722
20706,cg20761322,2070451,1500615
20707,cg20764656,5570626,290601
20708,cg20767356,1940369,780408
20709,cg20767936,6940064,7200338
20710,cg20768743,4830681,2850091
20711,cg20769102,6060152,2360452
20712,cg20769774,4560521,7510767
20713,cg20769842,1230044,3190136
20714,cg20770175,3460209,3460202
20715,cg20770311,4570309,3990538
20716,cg20770803,2640280,6110364
20717,cg20771670,7040343,4610246
20718,cg20772904,1440484,580021
20719,cg20773127,4670114,2630575
20720,cg20774846,5870379,5960020
20721,cg20775254,4890682,6980209
20722,cg20775840,6960021,990064
20723,cg20775959,540521,5090154
20724,cg20776317,6550048,6220114
20725,cg20777437,2850370,6760047
20726,cg20778294,4780392,1580156
20727,cg20778669,1770184,650685
20728,cg20779414,4010278,2510762
20729,cg20780953,6590040,3460170
20730,cg20781140,5310010,6040754
20731,cg20781967,3180162,380553
20732,cg20782689,2030521,2030360
20733,cg20784775,6350747,7650328
20734,cg20785344,5080670,7000397
20735,cg20786074,7650414,5900706
20736,cg20787196,2120441,3180075
20737,cg20788083,3830475,360671
20738,cg20789620,5960594,1010673
20739,cg20789691,5870128,5960142
20740,cg20789824,130286,130040
20741,cg20790056,1070753,2320035
20742,cg20790540,4810538,5720148
20743,cg20791593,6330184,6330392
20744,cg20791841,270286,840735
20745,cg20792062,2710291,6350246
20746,cg20792294,1470021,1260678
20747,cg20792833,2120619,3180088
20748,cg20793071,6060014,6060291
20749,cg20795401,4210639,6770403
20750,cg20795863,2070180,1500746
20751,cg20795913,6280561,2470289
20752,cg20797216,430142,160142
20753,cg20797699,3850193,2710097
20754,cg20797766,2340136,4610044
20755,cg20798152,4610753,1110093
20756,cg20801056,4570152,3990537
20757,cg20802051,2070209,1500202
20758,cg20802392,1740128,4760470
20759,cg20803370,2850301,2850402
20760,cg20804101,6370746,6370768
20761,cg20804555,2710458,6350196
20762,cg20804821,3840184,2340156
20763,cg20807545,6620044,7210180
20764,cg20807701,6940224,5900482
20765,cg20808145,1990131,3310326
20766,cg20811273,4780255,4780332
20767,cg20811389,3420458,5130196
20768,cg20811607,3990053,3170068
20769,cg20812929,6040338,3060639
20770,cg20813773,2190411,3930411
20771,cg20815063,1780154,610767
20772,cg20816612,4490093,6420731
20773,cg20821095,6280379,2470341
20774,cg20822579,4490292,6420722
20775,cg20822628,5900762,5900484
20776,cg20824576,3180722,380196
20777,cg20825323,5220121,6370017
20778,cg20828084,6350408,6350019
20779,cg20830531,1050767,4900360
20780,cg20831492,5050397,2030162
20781,cg20831708,6330451,4540615
20782,cg20832009,4120687,6290152
20783,cg20832020,6580292,2650722
20784,cg20833786,3840681,2230402
20785,cg20835282,1110397,6550554
20786,cg20837735,5390528,6200129
20787,cg20839025,580504,580148
20788,cg20839149,6280465,2470170
20789,cg20839219,290215,2630494
20790,cg20840847,150484,6450520
20791,cg20842040,7100025,2190102
20792,cg20843052,7650189,5900592
20793,cg20845050,6590113,5860747
20794,cg20847746,6650356,2750356
20795,cg20848130,6220768,1990471
20796,cg20849549,6760707,20019
20797,cg20849987,6200136,4390136
20798,cg20850582,6980767,4280228
20799,cg20850981,6560327,4830328
20800,cg20851097,940392,4850184
20801,cg20851245,4860577,6270128
20802,cg20852286,4730692,3830328
20803,cg20853593,4780609,4780671
20804,cg20854748,20356,110373
20805,cg20855303,6770102,5560102
20806,cg20855344,6960403,5050524
20807,cg20855565,5910292,4220292
20808,cg20856064,6370553,1570382
20809,cg20856436,6520687,4200296
20810,cg20856834,7400630,5080121
20811,cg20857253,7330364,4780477
20812,cg20857455,2650343,4120343
20813,cg20857947,6960327,5050500
20814,cg20858478,1110673,990451
20815,cg20858526,4010382,7050382
20816,cg20859470,150072,6450079
20817,cg20861607,1410386,670608
20818,cg20862119,6620431,830243
20819,cg20862496,4250224,7160750
20820,cg20864636,3440685,4610184
20821,cg20865068,2120092,2120059
20822,cg20866788,5810289,2260278
20823,cg20867633,4480017,4480706
20824,cg20868410,7040491,6620095
20825,cg20869203,110471,110438
20826,cg20869710,5130438,2000255
20827,cg20870362,380452,5260452
20828,cg20870559,4760142,1300142
20829,cg20872461,2480360,2970767
20830,cg20876010,1070066,2320328
20831,cg20877313,160129,160082
20832,cg20878850,1990112,7510324
20833,cg20879768,160735,3800066
20834,cg20879959,2940370,3940047
20835,cg20880234,2650296,4120296
20836,cg20881054,2600221,1110017
20837,cg20881888,650403,2760221
20838,cg20881910,2070521,2070767
20839,cg20882852,2230504,5360348
20840,cg20884362,4480273,2510692
20841,cg20884697,4010709,2000762
20842,cg20885089,4540040,4540605
20843,cg20886062,10692,2680128
20844,cg20887241,2760619,2060112
20845,cg20887455,6580592,2650156
20846,cg20888386,6560136,3130044
20847,cg20888907,3390192,3850167
20848,cg20890210,4480053,3360070
20849,cg20891301,6660608,5670093
20850,cg20891917,5810438,2260634
20851,cg20892287,3870136,3140044
20852,cg20893022,70463,4070209
20853,cg20895028,1660647,1400468
20854,cg20895877,4480470,3360017
20855,cg20896197,5910524,7050215
20856,cg20897667,1010376,6280446
20857,cg20899053,4050731,4050519
20858,cg20899321,1170554,2510037
20859,cg20900524,60427,4570682
20860,cg20902737,1400154,6180154
20861,cg20903926,540519,6900368
20862,cg20904010,5260403,6860189
20863,cg20904141,4390224,4390750
20864,cg20906802,3360685,5220402
20865,cg20907471,3460088,2690181
20866,cg20908204,4900068,3120309
20867,cg20908993,5420689,460373
20868,cg20909686,6020497,6580364
20869,cg20910436,6100674,4060382
20870,cg20910746,5550382,510300
20871,cg20913782,1010647,6280471
20872,cg20914508,5870154,5960767
20873,cg20916483,1710398,6960286
20874,cg20916523,6200066,4390066
20875,cg20917484,5390037,6200037
20876,cg20918903,110343,6100709
20877,cg20919133,1820114,6130072
20878,cg20919556,4010176,4010487
20879,cg20919799,7610402,3390379
20880,cg20922422,4250307,7160603
20881,cg20923575,3370537,1410347
20882,cg20924286,2510064,2230403
20883,cg20925178,4810239,5720653
20884,cg20925482,670398,4050768
20885,cg20925811,6060754,2360338
20886,cg20925954,6660681,5670086
20887,cg20925955,2060328,2060692
20888,cg20927059,3830471,60703
20889,cg20930618,2940044,3940136
20890,cg20931907,5490291,5490246
20891,cg20932053,3990468,6450632
20892,cg20932765,5820446,4150338
20893,cg20935106,1240113,1660538
20894,cg20937139,4540259,7320259
20895,cg20938286,870113,3440278
20896,cg20938359,4590730,5490402
20897,cg20938689,2260091,1030397
20898,cg20939319,2710475,6350598
20899,cg20940661,1770133,650341
20900,cg20945531,2260519,1030731
20901,cg20947775,6960468,5050441
20902,cg20948472,6420367,5420414
20903,cg20950011,4480440,3360240
20904,cg20950277,3190719,270059
20905,cg20951444,50451,4730445
20906,cg20951539,4920273,5890594
20907,cg20951726,2100121,2100017
20908,cg20951821,5720014,6560445
20909,cg20953047,5090079,7560669
20910,cg20955688,630427,2630634
20911,cg20955831,2190079,2190600
20912,cg20956314,5560646,4920546
20913,cg20956373,450719,6250458
20914,cg20957193,5270047,830370
20915,cg20959523,2970722,6020711
20916,cg20959866,2230537,5360537
20917,cg20964758,1570491,3840204
20918,cg20965815,3930360,4590601
20919,cg20966551,4590341,7330521
20920,cg20966972,3120452,4890152
20921,cg20967028,2680487,6940543
20922,cg20967220,670484,1990113
20923,cg20969242,10019,2680619
20924,cg20969846,3130746,6520768
20925,cg20970875,5220048,6370114
20926,cg20972214,4070286,6900040
20927,cg20972416,2030626,2030601
20928,cg20972495,2030152,2490687
20929,cg20972543,6840369,3370670
20930,cg20972553,4040286,4070040
20931,cg20973210,7550356,1230431
20932,cg20974196,1010292,6280609
20933,cg20975478,4610187,1110632
20934,cg20977411,4010047,1510703
20935,cg20977864,2940100,2940170
20936,cg20979602,3830608,360093
20937,cg20979799,3990709,3170343
20938,cg20979896,6280408,2470619
20939,cg20980592,1070440,1050398
20940,cg20981615,2350504,4210070
20941,cg20981893,5080201,7000243
20942,cg20982583,5900543,5900259
20943,cg20985014,70577,6580328
20944,cg20986134,7160632,4670187
20945,cg20987610,6420707,7160360
20946,cg20988616,2230301,5360082
20947,cg20988728,6770315,5560315
20948,cg20991095,650377,2760646
20949,cg20991801,2230010,5360010
20950,cg20993403,290431,6590220
20951,cg20994561,840324,6590255
20952,cg20994801,6520736,1170139
20953,cg20998885,1170301,2810402
20954,cg20999813,1580719,1770040
20955,cg20999934,150465,6450100
20956,cg21000021,4280692,3520612
20957,cg21003606,3140424,2450592
20958,cg21004129,1170609,2810609
20959,cg21006686,2340411,4610280
20960,cg21008709,1110369,4010019
20961,cg21008828,2640427,6110427
20962,cg21010050,2650681,4120681
20963,cg21010197,990600,6660246
20964,cg21010262,5490592,7330110
20965,cg21011830,510093,7510753
20966,cg21012874,4780551,7040292
20967,cg21016177,4050669,430209
20968,cg21017752,430376,430446
20969,cg21019522,4560292,1470292
20970,cg21019820,50347,4730411
20971,cg21020082,1070446,2320064
20972,cg21020710,6200091,4390091
20973,cg21021629,110064,110639
20974,cg21022247,3390670,3850291
20975,cg21022395,4610047,1110520
20976,cg21022435,6620167,1580021
20977,cg21023001,7510458,7040286
20978,cg21023114,5090746,7560450
20979,cg21023770,2100307,2100603
20980,cg21024145,7050278,870445
20981,cg21024391,580682,5310682
20982,cg21026663,2680564,2680152
20983,cg21028326,4050408,4050019
20984,cg21029904,6660494,5670494
20985,cg21030400,2260669,6590630
20986,cg21030483,4780523,1580241
20987,cg21030598,3400255,2510463
20988,cg21032203,6860300,3780270
20989,cg21032583,5220739,5220471
20990,cg21033494,7320725,1240450
20991,cg21033855,6100504,6100148
20992,cg21034676,1820674,3420382
20993,cg21035142,520196,3800020
20994,cg21037570,730440,5820274
20995,cg21038229,150162,6450553
20996,cg21038703,5080138,7000538
20997,cg21038964,4120767,6290167
20998,cg21039631,2510066,2230747
20999,cg21039679,2750543,3710465
21000,cg21039822,1580731,1770551
21001,cg21041127,780110,5340010
21002,cg21042619,3850112,2710546
21003,cg21043558,5390592,6200184
21004,cg21043754,450471,6250746
21005,cg21044104,2230348,4830722
21006,cg21045388,2600370,150021
21007,cg21045917,6560132,3130491
21008,cg21046413,150332,6450634
21009,cg21046940,4490681,6420435
21010,cg21047206,3420164,5130632
21011,cg21048501,7560491,7560204
21012,cg21048669,1440397,580553
21013,cg21049762,3400259,1340170
21014,cg21051046,380181,5260181
21015,cg21051086,4670441,4200494
21016,cg21051423,1340274,990372
21017,cg21052164,6650164,2750164
21018,cg21053015,4570088,4040241
21019,cg21053323,2260475,1030192
21020,cg21053529,1770563,6130554
21021,cg21053748,6350053,7650068
21022,cg21057046,10369,7160681
21023,cg21057494,3310133,540435
21024,cg21060429,2120544,3180220
21025,cg21060854,1580736,1770307
21026,cg21061811,5420767,460167
21027,cg21062347,110372,6100286
21028,cg21063899,2900608,730608
21029,cg21065959,2060253,2060193
21030,cg21065990,830685,6130593
21031,cg21066636,870400,3440377
21032,cg21067846,5900731,5900519
21033,cg21068030,2630010,20358
21034,cg21068152,780554,5340468
21035,cg21068339,7210441,6840075
21036,cg21069922,5050735,2030066
21037,cg21070087,6250671,5570722
21038,cg21070730,4760520,1300520
21039,cg21072025,1940446,780338
21040,cg21073927,4670474,2810246
21041,cg21075829,3130017,6520706
21042,cg21076470,2850092,6760092
21043,cg21080294,2680450,6100327
21044,cg21081852,7210475,6590102
21045,cg21081971,270484,840047
21046,cg21084260,4480224,6180703
21047,cg21085553,1740743,4760743
21048,cg21085625,540037,2490537
21049,cg21085768,5570138,290541
21050,cg21086464,2350259,4210465
21051,cg21087043,5080692,7000470
21052,cg21087137,6220653,1990594
21053,cg21087701,4890768,6980332
21054,cg21089667,3610110,2570754
21055,cg21090723,2370193,6550193
21056,cg21091629,4150082,1940301
21057,cg21091679,1430148,2100367
21058,cg21092324,5490537,5490452
21059,cg21092462,2850603,6760603
21060,cg21092687,1300767,4810360
21061,cg21093060,6580167,2650324
21062,cg21094154,4050296,430433
21063,cg21094669,6480253,7050541
21064,cg21096399,4070600,6900291
21065,cg21096502,6330593,4540561
21066,cg21096591,3780682,1850725
21067,cg21096915,1400452,6180537
21068,cg21096966,1510228,3400154
21069,cg21097640,2810259,1440465
21070,cg21098323,2940332,3940255
21071,cg21099221,3800097,3800672
21072,cg21099326,2470161,10594
21073,cg21099488,630246,2630246
21074,cg21101222,1170577,2810612
21075,cg21104946,6290278,7100370
21076,cg21105318,1990452,3310152
21077,cg21109025,4480615,3800133
21078,cg21111471,1240440,1780209
21079,cg21111868,7330711,7330458
21080,cg21112925,3800709,4640324
21081,cg21114485,3180189,380593
21082,cg21115977,4200181,1440669
21083,cg21115990,3440112,4480546
21084,cg21116314,3780544,1850743
21085,cg21116410,3440725,3440017
21086,cg21117584,5310215,6040113
21087,cg21119032,2470692,10612
21088,cg21120063,4860500,6270315
21089,cg21120249,6420187,5420528
21090,cg21120786,2480139,2970139
21091,cg21122529,1990437,3310112
21092,cg21122774,2850762,6760278
21093,cg21123509,4040047,4070370
21094,cg21123573,7550176,1230100
21095,cg21126707,6060653,2360161
21096,cg21126943,1850114,5270048
21097,cg21129531,4590164,5490204
21098,cg21130124,6040524,3060221
21099,cg21130374,4640187,5870528
21100,cg21132104,6370575,1570326
21101,cg21132577,4780390,1580646
21102,cg21134096,840707,7160746
21103,cg21137417,1710592,6960184
21104,cg21137706,3190072,270474
21105,cg21137707,4490707,4490619
21106,cg21137823,460682,6650427
21107,cg21140292,4640044,5870180
21108,cg21142158,4610707,1110707
21109,cg21142188,5050369,2030019
21110,cg21142272,770368,1190364
21111,cg21142398,3420338,5130064
21112,cg21144270,4060095,4880246
21113,cg21144587,4890398,3450682
21114,cg21145624,3420739,5340132
21115,cg21146268,2690324,1070626
21116,cg21148892,580368,630152
21117,cg21151355,4220021,870678
21118,cg21152662,4780634,3450072
21119,cg21152671,3710202,5810202
21120,cg21153758,6290164,7100301
21121,cg21154823,6270373,3290224
21122,cg21161070,4120326,6290131
21123,cg21161651,1740504,4760348
21124,cg21162961,4640445,4640615
21125,cg21163415,3940427,3450450
21126,cg21164303,3360717,4880327
21127,cg21165219,2480128,2970577
21128,cg21165909,3310239,540243
21129,cg21166555,3420148,5130025
21130,cg21166999,1230017,3190121
21131,cg21167159,4200441,1820468
21132,cg21168622,2100072,2940739
21133,cg21168884,4260332,7610332
21134,cg21169285,2760288,2760397
21135,cg21171130,670754,430709
21136,cg21171373,6280373,2470224
21137,cg21171615,4120634,6290682
21138,cg21172540,6280647,2470438
21139,cg21173623,4640551,5870164
21140,cg21176048,2060446,6560487
21141,cg21177096,290528,6590301
21142,cg21178548,4200615,1820451
21143,cg21179457,2100446,2940064
21144,cg21180599,6650646,6650112
21145,cg21182322,6420612,5420612
21146,cg21182407,2490369,2070408
21147,cg21182454,6370035,1570187
21148,cg21183846,4120132,4120491
21149,cg21183872,3190296,270743
21150,cg21184011,5080564,7000026
21151,cg21184174,7570176,7150747
21152,cg21184495,1440102,6370154
21153,cg21185421,2940746,3940180
21154,cg21187265,3170128,630630
21155,cg21194776,360411,3370025
21156,cg21195120,6420678,5420242
21157,cg21195414,3800358,2350446
21158,cg21196187,6770192,5560192
21159,cg21197871,5560601,5560424
21160,cg21197973,7550241,1230554
21161,cg21198021,2260338,1030446
21162,cg21200380,4150427,1940372
21163,cg21200703,7100477,2190364
21164,cg21201109,5890730,7200445
21165,cg21201572,5340475,940292
21166,cg21201659,2360458,7550671
21167,cg21203420,2100743,2940228
21168,cg21206959,4230161,6380161
21169,cg21207418,3940327,7320470
21170,cg21207436,240131,2120653
21171,cg21208104,1980669,1050669
21172,cg21209091,7000280,4860347
21173,cg21209356,1240278,150458
21174,cg21210758,1400441,6180554
21175,cg21210789,6290170,7100600
21176,cg21211608,6020608,6020168
21177,cg21211748,2350358,4210333
21178,cg21212066,6420176,5420176
21179,cg21212956,1820725,3420450
21180,cg21215336,6330609,4540301
21181,cg21218093,5910326,4220326
21182,cg21218636,3520475,3890598
21183,cg21219744,6450184,1400156
21184,cg21222430,1070168,2320309
21185,cg21223353,1850601,5270626
21186,cg21223368,7570368,7150543
21187,cg21224049,4050524,4050593
21188,cg21224759,6220753,1990551
21189,cg21226224,4070288,6900397
21190,cg21226225,1260382,2600300
21191,cg21226234,510021,6590465
21192,cg21226861,6770491,5560491
21193,cg21228284,2630356,20373
21194,cg21229055,1580706,1770121
21195,cg21229859,4880689,2630280
21196,cg21230133,6660341,5670020
21197,cg21230392,1500010,2760047
21198,cg21230435,6520450,6960433
21199,cg21232015,5050328,2030692
21200,cg21232685,6130725,3370450
21201,cg21233722,6520392,1170156
21202,cg21235838,5720161,6520010
21203,cg21237418,6110100,4560450
21204,cg21237591,2490193,2070097
21205,cg21238457,830746,830768
21206,cg21238818,7050368,6130368
21207,cg21240812,1470152,1260537
21208,cg21241823,1170278,1170762
21209,cg21242004,1030243,1690161
21210,cg21243096,3610100,2570170
21211,cg21243909,1010717,6280333
21212,cg21244397,1990338,3310376
21213,cg21244955,5130041,2000037
21214,cg21245135,630128,2630128
21215,cg21245372,1820347,290240
21216,cg21245652,4070497,6900747
21217,cg21246431,4610685,1110424
21218,cg21246783,1340343,990343
21219,cg21248478,7510349,7040368
21220,cg21248774,1410349,5870228
21221,cg21250296,870161,3440594
21222,cg21250577,3140131,2450653
21223,cg21250978,4850300,1980369
21224,cg21252483,3710154,5810154
21225,cg21255605,2690482,2690176
21226,cg21255626,10494,10022
21227,cg21255732,3940382,3940300
21228,cg21256649,4560379,1470379
21229,cg21256656,4010193,2510672
21230,cg21257635,6400541,5390463
21231,cg21258987,7610259,3390327
21232,cg21259253,630537,2630537
21233,cg21260850,1820259,3420465
21234,cg21261477,5050102,2030025
21235,cg21262854,6220048,1990154
21236,cg21263122,6060408,6060019
21237,cg21263196,2570402,5550402
21238,cg21264055,2340598,4250626
21239,cg21264207,270544,840743
21240,cg21264329,3290364,2480477
21241,cg21265783,5560682,4920450
21242,cg21269897,150100,6450170
21243,cg21269934,4150292,1940711
21244,cg21270015,1170768,2810746
21245,cg21270593,5820369,4150408
21246,cg21271753,1470072,1260079
21247,cg21272774,70523,6580661
21248,cg21273029,2470278,10762
21249,cg21273098,4390170,770072
21250,cg21273125,5890338,6400064
21251,cg21274025,3310500,540670
21252,cg21274570,780538,5340538
21253,cg21275690,2490132,2070491
21254,cg21277505,4540280,7320364
21255,cg21279601,7000519,4860035
21256,cg21279865,5260528,6860129
21257,cg21279955,5910390,4220646
21258,cg21280384,4280647,3520471
21259,cg21280510,5860072,130193
21260,cg21281001,3460554,2690441
21261,cg21281799,4290239,60161
21262,cg21282997,5810010,2260446
21263,cg21283680,270047,840021
21264,cg21284636,1050440,6290128
21265,cg21284731,4920463,5890053
21266,cg21284880,6250554,5570441
21267,cg21287330,2490327,2070095
21268,cg21288099,2640343,6110220
21269,cg21289015,4880343,3460220
21270,cg21289924,3060377,2850646
21271,cg21290885,3420332,5130634
21272,cg21291896,4560739,1470739
21273,cg21291985,7380307,6480603
21274,cg21295467,580360,5310167
21275,cg21295602,1110215,4010504
21276,cg21295911,1230754,3190754
21277,cg21296230,270161,840673
21278,cg21296602,5900341,1430561
21279,cg21296676,610669,240669
21280,cg21298523,670131,430414
21281,cg21299958,3450347,4490347
21282,cg21300318,5490196,4220196
21283,cg21300561,3780333,1170240
21284,cg21301148,5810730,2260010
21285,cg21301440,270291,840095
21286,cg21302727,2690609,1070598
21287,cg21303011,270093,840519
21288,cg21303386,6330195,4540132
21289,cg21304187,4900564,3120368
21290,cg21305265,1470575,1260201
21291,cg21306212,50471,4730255
21292,cg21306218,2480041,2970270
21293,cg21306775,4540544,4540048
21294,cg21307628,7510538,7040070
21295,cg21307697,6650056,2750037
21296,cg21309049,7320681,1240689
21297,cg21309147,4260091,7610162
21298,cg21311175,5260377,6860390
21299,cg21312090,7550537,1230026
21300,cg21312148,4880593,3460221
21301,cg21319693,540408,5090369
21302,cg21319745,4730307,3830736
21303,cg21321735,6840672,1510386
21304,cg21321885,2450474,2370072
21305,cg21322149,4920670,5890491
21306,cg21324308,1770605,650286
21307,cg21325760,6580471,2650634
21308,cg21329628,2320246,2320327
21309,cg21330703,2600564,150152
21310,cg21331335,1070390,2320112
21311,cg21331821,5390400,6200400
21312,cg21332946,6270136,3290044
21313,cg21333964,840300,840270
21314,cg21335556,7400603,5050594
21315,cg21335942,2570300,5550300
21316,cg21336547,1010129,6280082
21317,cg21337430,3850673,2710717
21318,cg21339926,3170241,630433
21319,cg21341271,1660243,450594
21320,cg21341807,4070131,6900653
21321,cg21342728,7040487,6620240
21322,cg21347412,5820170,4150474
21323,cg21348691,7610041,7610037
21324,cg21349901,4490465,6420474
21325,cg21350115,3190095,270327
21326,cg21350283,940066,4850735
21327,cg21351102,2480753,2970731
21328,cg21351994,7150671,7380722
21329,cg21353232,4810451,5720445
21330,cg21355508,20091,7200711
21331,cg21358381,160767,160403
21332,cg21359747,2900075,730494
21333,cg21360828,2320750,780523
21334,cg21361470,2370048,6550544
21335,cg21363706,7400711,5080458
21336,cg21363943,670168,3800025
21337,cg21364150,1500731,3870035
21338,cg21365235,7320066,7320497
21339,cg21365602,2230601,5360167
21340,cg21366535,3440079,4480600
21341,cg21366834,50445,4730615
21342,cg21367040,6060762,2360047
21343,cg21367957,6980594,5360224
21344,cg21368354,450400,6250181
21345,cg21369679,1400491,4250605
21346,cg21369988,4860546,6270437
21347,cg21370143,1690768,520647
21348,cg21371335,7210743,6840296
21349,cg21372397,3290086,2480356
21350,cg21372914,3360349,3940253
21351,cg21373526,4760180,1300180
21352,cg21374864,2970289,6020289
21353,cg21375825,1850035,5270519
21354,cg21376883,2630491,20132
21355,cg21377793,5270162,830553
21356,cg21378047,7160181,4670703
21357,cg21378206,2940470,3940128
21358,cg21379008,4570215,3990113
21359,cg21379309,6370156,1570681
21360,cg21379816,1510497,1450433
21361,cg21380294,7610619,7610088
21362,cg21380842,2650168,4120168
21363,cg21383720,2940338,3940446
21364,cg21387281,2650148,4120148
21365,cg21387302,2710504,6350148
21366,cg21388029,3890463,50168
21367,cg21389013,6330673,4540730
21368,cg21389884,6290025,7100097
21369,cg21391660,3460168,2690053
21370,cg21395782,2030255,2490255
21371,cg21395967,5570564,290152
21372,cg21396405,3930735,4590747
21373,cg21399079,4260064,7610639
21374,cg21399198,6560338,6560064
21375,cg21400640,60056,4570037
21376,cg21400896,7100053,2190138
21377,cg21401794,4670349,4200445
21378,cg21402035,2470048,10114
21379,cg21402071,6280626,2470601
21380,cg21404906,610689,240086
21381,cg21405195,6590324,4880725
21382,cg21406461,3780053,1850538
21383,cg21407055,3190746,270180
21384,cg21407839,7330202,4570414
21385,cg21409722,540441,5090554
21386,cg21409833,70603,2970475
21387,cg21410991,1170612,2810692
21388,cg21412748,990100,6040131
21389,cg21413009,3190743,270114
21390,cg21413251,2100692,2940577
21391,cg21414251,4050349,4050494
21392,cg21415080,5890056,6400369
21393,cg21415604,3180397,380091
21394,cg21415698,510685,7510685
21395,cg21416022,990170,6660072
21396,cg21416237,2230022,5360022
21397,cg21416602,1690685,520592
21398,cg21418052,160184,4230338
21399,cg21418076,4880333,3460730
21400,cg21419475,6060300,6060270
21401,cg21420531,6860358,3780110
21402,cg21421501,5270451,830445
21403,cg21421701,3840743,2340228
21404,cg21422208,4150196,1940398
21405,cg21422622,6960360,5890347
21406,cg21424904,1190671,1190722
