TargetID,Color_Channel,Next_Base
cg22670349,Grn,C
cg22670733,Red,T
cg22671726,Grn,C
cg22672790,Red,T
cg22674717,Grn,C
cg22675150,Grn,C
cg22677246,Grn,C
cg22678136,Grn,C
cg22679003,Grn,C
cg22679120,Grn,C
cg22680204,Red,T
cg22680812,Grn,C
cg22681784,Grn,C
cg22682953,Grn,C
cg22685251,Red,T
cg22685463,Red,T
cg22686523,Red,T
cg22688260,Red,T
cg22689690,Grn,C
cg22691736,Grn,C
cg22692158,Grn,C
cg22699062,Red,T
cg22699362,Grn,C
cg22700017,Red,T
cg22704775,Grn,C
cg22705225,Grn,C
cg22705929,Red,T
cg22705954,Grn,C
cg22708853,Red,T
cg22708914,Red,T
cg22709192,Red,T
cg22710329,Red,T
cg22716127,Red,T
cg22717127,Red,T
cg22718139,Grn,C
cg22719586,Red,T
cg22719623,Grn,C
cg22721186,Grn,C
cg22721827,Grn,C
cg22722454,Grn,C
cg22722802,Red,T
cg22722822,Grn,C
cg22723026,Grn,C
cg22724153,Red,T
cg22726338,Red,T
cg22727416,Red,A
cg22728790,Grn,C
cg22730004,Red,A
cg22730042,Red,T
cg22730357,Grn,C
cg22730560,Grn,C
cg22730830,Grn,C
cg22731373,Red,T
cg22732515,Grn,C
cg22732672,Grn,C
cg22733478,Grn,C
cg22734085,Grn,C
cg22734315,Grn,C
cg22734480,Red,T
cg22736107,Red,T
cg22736323,Red,T
cg22736354,Grn,C
cg22737001,Red,T
cg22740783,Grn,C
cg22740835,Red,T
cg22744680,Grn,C
cg22745747,Grn,C
cg22747092,Grn,C
cg22748452,Grn,C
cg22748573,Grn,C
cg22748850,Grn,C
cg22750254,Grn,C
cg22751696,Grn,C
cg22752533,Grn,C
cg22753607,Red,T
cg22753768,Grn,C
cg22757447,Grn,C
cg22759185,Grn,C
cg22759686,Grn,C
cg22760576,Grn,C
cg22762180,Grn,C
cg22762309,Red,A
cg22762951,Grn,C
cg22763181,Grn,C
cg22764338,Red,T
cg22764341,Grn,C
cg22764925,Red,T
cg22766145,Grn,C
cg22767079,Red,T
cg22767466,Grn,C
cg22767735,Red,T
cg22769406,Grn,C
cg22771603,Grn,C
cg22772698,Grn,C
cg22772878,Grn,C
cg22774012,Grn,C
cg22774127,Grn,C
cg22774472,Grn,C
cg22775000,Red,T
cg22775896,Grn,C
cg22776578,Red,T
cg22777952,Grn,C
cg22778145,Grn,C
cg22778180,Red,T
cg22778947,Red,T
cg22778981,Grn,C
cg22780428,Red,T
cg22780475,Grn,C
cg22781236,Red,A
cg22781397,Grn,C
cg22782492,Red,T
cg22783258,Grn,C
cg22783363,Red,T
cg22784047,Grn,C
cg22788223,Grn,C
cg22789545,Grn,C
cg22791453,Grn,C
cg22792432,Grn,C
cg22792910,Red,T
cg22792938,Grn,C
cg22793458,Grn,C
cg22794078,Red,T
cg22796458,Red,T
cg22797169,Grn,C
cg22797991,Red,T
cg22799132,Red,T
cg22799321,Grn,C
cg22799850,Red,A
cg22799917,Grn,C
cg22800191,Red,T
cg22800631,Grn,C
cg22801690,Red,T
cg22802439,Red,A
cg22802739,Red,T
cg22805308,Grn,C
cg22805517,Red,T
cg22805632,Red,A
cg22807551,Red,A
cg22807700,Red,T
cg22807823,Red,T
cg22808175,Grn,C
cg22809047,Red,T
cg22812892,Grn,C
cg22813220,Grn,C
cg22814247,Grn,C
cg22814929,Red,A
cg22815110,Red,T
cg22815214,Grn,C
cg22815534,Red,T
cg22816171,Red,T
cg22820108,Grn,C
cg22821324,Grn,C
cg22821606,Grn,C
cg22821834,Grn,C
cg22821930,Grn,C
cg22825487,Red,T
cg22825979,Grn,C
cg22826936,Grn,C
cg22827290,Grn,C
cg22827524,Grn,C
cg22827640,Grn,C
cg22828602,Red,T
cg22828804,Grn,C
cg22830590,Red,T
cg22830895,Red,T
cg22831263,Grn,C
cg22831514,Grn,C
cg22832044,Red,A
cg22833027,Red,T
cg22833175,Red,T
cg22833292,Red,T
cg22835805,Grn,C
cg22836132,Grn,C
cg22836153,Red,T
cg22836229,Grn,C
cg22836370,Red,A
cg22836470,Grn,C
cg22837289,Grn,C
cg22838674,Grn,C
cg22841169,Grn,C
cg22842233,Grn,C
cg22843446,Red,T
cg22844623,Grn,C
cg22845362,Grn,C
cg22851319,Grn,C
cg22853986,Red,T
cg22854223,Grn,C
cg22854546,Red,T
cg22855405,Grn,C
cg22857604,Grn,C
cg22857957,Red,T
cg22858288,Red,A
cg22858308,Red,T
cg22858728,Grn,C
cg22858861,Grn,C
cg22861316,Red,A
cg22862656,Grn,C
cg22863122,Red,T
cg22864416,Red,T
cg22867063,Grn,C
cg22870256,Grn,C
cg22870280,Grn,C
cg22873668,Grn,C
cg22873892,Grn,C
cg22874046,Grn,C
cg22874560,Grn,C
cg22874695,Grn,C
cg22874960,Red,T
cg22875391,Red,A
cg22876908,Grn,C
cg22878324,Red,T
cg22879289,Red,T
cg22879515,Red,A
cg22880820,Grn,C
cg22881914,Grn,C
cg22882178,Grn,C
cg22884082,Grn,C
cg22885821,Grn,C
cg22885965,Red,T
cg22886005,Red,T
cg22886089,Grn,C
cg22889448,Red,A
cg22889570,Grn,C
cg22892110,Red,T
cg22892237,Red,T
cg22892904,Grn,C
cg22898761,Grn,C
cg22899145,Red,A
cg22901146,Grn,C
cg22901840,Red,A
cg22902083,Red,A
cg22903365,Red,T
cg22903370,Red,T
cg22905097,Grn,C
cg22905968,Red,T
cg22906389,Red,T
cg22907065,Grn,C
cg22908581,Grn,C
cg22909609,Red,T
cg22909962,Grn,C
cg22913584,Grn,C
cg22915732,Red,A
cg22916109,Grn,C
cg22917082,Grn,C
cg22917487,Red,A
cg22918700,Red,T
cg22919370,Red,T
cg22919728,Red,T
cg22920417,Red,T
cg22920538,Red,T
cg22920873,Grn,C
cg22925006,Red,T
cg22925639,Red,A
cg22926560,Red,T
cg22927043,Red,T
cg22927134,Red,T
cg22927153,Red,T
cg22930187,Grn,C
cg22931889,Red,T
cg22932215,Grn,C
cg22932819,Grn,C
cg22933847,Red,T
cg22936016,Red,T
cg22937320,Grn,C
cg22937804,Red,T
cg22938407,Grn,C
cg22939715,Grn,C
cg22940152,Grn,C
cg22940789,Grn,C
cg22940988,Grn,C
cg22941086,Red,A
cg22946150,Red,T
cg22946876,Red,T
cg22947000,Grn,C
cg22949637,Red,T
cg22950347,Grn,C
cg22950391,Red,T
cg22951794,Grn,C
cg22954265,Grn,C
cg22954818,Red,T
cg22956254,Red,T
cg22956315,Grn,C
cg22956483,Red,A
cg22956956,Red,T
cg22957381,Grn,C
cg22959932,Red,A
cg22960185,Grn,C
cg22960284,Grn,C
cg22960501,Grn,C
cg22960952,Grn,C
cg22963452,Red,T
cg22967016,Red,T
cg22967284,Red,T
cg22967298,Grn,C
cg22968401,Grn,C
cg22968727,Red,T
cg22970435,Grn,C
cg22971191,Red,T
cg22972055,Grn,C
cg22973038,Grn,C
cg22973042,Red,T
cg22974215,Grn,C
cg22975568,Grn,C
cg22975712,Red,T
cg22975913,Red,T
cg22978941,Grn,C
cg22979433,Grn,C
cg22980079,Grn,C
cg22980351,Grn,C
cg22981461,Grn,C
cg22982528,Grn,C
cg22983092,Red,T
cg22983460,Grn,C
cg22983529,Grn,C
cg22983885,Red,T
cg22984277,Grn,C
cg22984616,Grn,C
cg22986077,Red,A
cg22986271,Red,T
cg22986999,Grn,C
cg22988566,Red,A
cg22991148,Red,T
cg22992570,Red,T
cg22994720,Red,T
cg22995106,Red,A
cg22995176,Red,T
cg22996555,Red,T
cg22997415,Grn,C
cg22997490,Red,T
cg22998811,Red,T
cg22998840,Red,A
cg23001457,Red,T
cg23001650,Grn,C
cg23002761,Grn,C
cg23002907,Red,T
cg23003832,Red,T
cg23003881,Red,T
cg23004625,Grn,C
cg23006204,Grn,C
cg23009046,Red,A
cg23013392,Grn,C
cg23013864,Grn,C
cg23013931,Red,T
cg23018448,Grn,C
cg23018891,Red,T
cg23020402,Grn,C
cg23022999,Red,T
cg23026920,Grn,C
cg23026995,Red,T
cg23029193,Grn,C
cg23029491,Grn,C
cg23029494,Red,T
cg23029519,Red,A
cg23030090,Grn,C
cg23032316,Grn,C
cg23032612,Grn,C
cg23033024,Grn,C
cg23033845,Grn,C
cg23033866,Red,A
cg23034818,Grn,C
cg23035555,Red,T
cg23036025,Grn,C
cg23036555,Grn,C
cg23037133,Grn,C
cg23037403,Grn,C
cg23040064,Grn,C
cg23042138,Grn,C
cg23043119,Grn,C
cg23043245,Red,A
cg23043438,Grn,C
cg23045073,Red,T
cg23045373,Red,T
cg23047271,Grn,C
cg23047681,Grn,C
cg23048366,Grn,C
cg23050981,Red,T
cg23051598,Red,A
cg23051655,Grn,C
cg23051664,Red,A
cg23054437,Red,T
cg23054676,Grn,C
cg23054883,Red,T
cg23055159,Grn,C
cg23055678,Grn,C
cg23057732,Grn,C
cg23058901,Grn,C
cg23060239,Grn,C
cg23061257,Grn,C
cg23061578,Grn,C
cg23062876,Grn,C
cg23064554,Grn,C
cg23065097,Red,T
cg23066860,Grn,C
cg23066879,Red,A
cg23067535,Red,T
cg23069305,Red,T
cg23070249,Red,T
cg23070585,Grn,C
cg23073111,Red,T
cg23074401,Red,T
cg23074453,Grn,C
cg23074747,Grn,C
cg23075286,Grn,C
cg23075568,Grn,C
cg23076086,Red,T
cg23078294,Grn,C
cg23078779,Grn,C
cg23079782,Grn,C
cg23080667,Grn,C
cg23081213,Grn,C
cg23082632,Grn,C
cg23082877,Grn,C
cg23083672,Red,T
cg23087084,Grn,C
cg23087130,Grn,C
cg23088430,Red,T
cg23089298,Red,T
cg23089438,Red,A
cg23089840,Red,T
cg23090046,Grn,C
cg23090824,Grn,C
cg23091824,Grn,C
cg23092072,Grn,C
cg23092086,Grn,C
cg23092823,Red,T
cg23093462,Grn,C
cg23093496,Grn,C
cg23095584,Grn,C
cg23096553,Red,T
cg23096644,Red,T
cg23097006,Red,T
cg23097681,Grn,C
cg23099347,Red,T
cg23099349,Red,T
cg23101680,Red,A
cg23104823,Red,A
cg23104955,Grn,C
cg23106559,Grn,C
cg23106779,Grn,C
cg23106864,Grn,C
cg23109191,Grn,C
cg23109897,Red,A
cg23110514,Red,T
cg23110832,Grn,C
cg23111544,Red,A
cg23112213,Grn,C
cg23113963,Grn,C
cg23114594,Red,T
cg23114866,Red,T
cg23116589,Red,T
cg23118151,Grn,C
cg23121547,Grn,C
cg23123262,Red,T
cg23123362,Red,T
cg23123694,Red,T
cg23124451,Red,T
cg23124755,Grn,C
cg23125689,Grn,C
cg23126915,Red,T
cg23126947,Grn,C
cg23126949,Red,T
cg23127998,Grn,C
cg23128056,Grn,C
cg23128146,Grn,C
cg23129478,Red,T
cg23130254,Grn,C
cg23131007,Grn,C
cg23131777,Red,T
cg23131950,Red,T
cg23134169,Red,T
cg23134520,Red,T
cg23137254,Red,T
cg23137494,Grn,C
cg23137807,Grn,C
cg23140706,Grn,C
cg23141333,Red,T
cg23141855,Grn,C
cg23142900,Grn,C
cg23142935,Red,T
cg23142964,Red,T
cg23143093,Red,T
cg23144899,Grn,C
cg23146358,Grn,C
cg23147597,Red,A
cg23149053,Red,T
cg23150219,Grn,C
cg23150609,Grn,C
cg23152667,Grn,C
cg23152755,Grn,C
cg23152772,Grn,C
cg23154002,Red,T
cg23154064,Grn,C
cg23154272,Red,A
cg23158022,Grn,C
cg23158811,Grn,C
cg23159296,Grn,C
cg23159337,Red,T
cg23159857,Grn,C
cg23162441,Grn,C
cg23163471,Grn,C
cg23163573,Red,T
cg23163644,Grn,C
cg23164327,Grn,C
cg23165541,Grn,C
cg23166289,Grn,C
cg23166362,Grn,C
cg23172864,Grn,C
cg23173032,Red,A
cg23173455,Red,A
cg23173910,Grn,C
cg23174481,Red,T
cg23175281,Grn,C
cg23178308,Grn,C
cg23179168,Grn,C
cg23179321,Grn,C
cg23180270,Red,A
cg23180365,Grn,C
cg23180489,Grn,C
cg23181133,Red,T
cg23181138,Grn,C
cg23181170,Grn,C
cg23181434,Grn,C
cg23182299,Grn,C
cg23182539,Red,T
cg23183296,Grn,C
cg23185262,Grn,C
cg23185402,Red,T
cg23185657,Grn,C
cg23186643,Grn,C
cg23187653,Red,T
cg23188547,Red,T
cg23189044,Grn,C
cg23190203,Red,T
cg23191772,Grn,C
cg23191950,Grn,C
cg23192899,Grn,C
cg23196133,Grn,C
cg23196557,Red,T
cg23196831,Grn,C
cg23197881,Grn,C
cg23202277,Grn,C
cg23202409,Grn,C
cg23205183,Red,T
cg23205633,Red,T
cg23207527,Red,T
cg23207616,Red,T
cg23207985,Grn,C
cg23207990,Grn,C
cg23208152,Red,T
cg23208881,Grn,C
cg23211240,Grn,C
cg23213170,Grn,C
cg23213217,Grn,C
cg23213688,Red,T
cg23214267,Red,T
cg23214764,Red,A
cg23216015,Red,T
cg23216184,Red,T
cg23217005,Grn,C
cg23218877,Grn,C
cg23219570,Red,T
cg23219720,Grn,C
cg23221013,Red,T
cg23221122,Grn,C
cg23222573,Grn,C
cg23226134,Grn,C
cg23228048,Red,T
cg23228178,Grn,C
cg23230018,Grn,C
cg23231873,Grn,C
cg23232084,Red,T
cg23233234,Red,T
cg23234154,Grn,C
cg23234510,Grn,C
cg23234999,Grn,C
cg23235603,Red,T
cg23239039,Grn,C
cg23239052,Grn,C
cg23239396,Grn,C
cg23239444,Grn,C
cg23239828,Grn,C
cg23239842,Grn,C
cg23240895,Grn,C
cg23240961,Grn,C
cg23242017,Grn,C
cg23242898,Red,T
cg23243617,Grn,C
cg23244421,Grn,C
cg23244913,Grn,C
cg23246978,Red,T
cg23248452,Red,T
cg23248587,Red,T
cg23248865,Grn,C
cg23250700,Grn,C
cg23254045,Red,T
cg23256150,Grn,C
cg23256971,Grn,C
cg23257840,Grn,C
cg23258063,Grn,C
cg23260026,Grn,C
cg23260799,Grn,C
cg23261102,Red,T
cg23261233,Grn,C
cg23262918,Grn,C
cg23263923,Grn,C
cg23264413,Red,T
cg23264519,Grn,C
cg23265096,Grn,C
cg23266266,Grn,C
cg23267110,Red,A
cg23268677,Red,A
cg23269225,Grn,C
cg23269489,Red,A
cg23271318,Red,A
cg23272214,Grn,C
cg23273333,Red,T
cg23273897,Grn,C
cg23274030,Grn,C
cg23274123,Red,T
cg23274244,Grn,C
cg23276115,Grn,C
cg23276695,Red,T
cg23278885,Red,T
cg23279136,Grn,C
cg23280339,Grn,C
cg23280807,Grn,C
cg23281417,Grn,C
cg23282559,Grn,C
cg23282674,Grn,C
cg23282771,Red,T
cg23282949,Red,T
cg23283495,Red,T
cg23283875,Grn,C
cg23285573,Grn,C
cg23286660,Grn,C
cg23287547,Red,T
cg23290344,Grn,C
cg23291865,Grn,C
cg23293787,Grn,C
cg23297477,Grn,C
cg23299127,Red,A
cg23300372,Grn,C
cg23300897,Grn,C
cg23301687,Grn,C
cg23303074,Red,T
cg23303408,Grn,C
cg23303782,Grn,C
cg23306832,Grn,C
cg23307264,Grn,C
cg23307338,Red,T
cg23309825,Grn,C
cg23310538,Red,T
cg23311549,Red,T
cg23311628,Red,A
cg23316360,Grn,C
cg23317501,Grn,C
cg23318804,Grn,C
cg23320056,Grn,C
cg23320649,Grn,C
cg23322112,Grn,C
cg23322316,Grn,C
cg23322523,Red,T
cg23323671,Grn,C
cg23323711,Grn,C
cg23323879,Red,T
cg23324259,Grn,C
cg23324787,Red,A
cg23325242,Grn,C
cg23325932,Red,T
cg23326197,Red,T
cg23326301,Grn,C
cg23326689,Grn,C
cg23326785,Red,T
cg23328124,Red,T
cg23328404,Red,T
cg23333306,Red,T
cg23333420,Grn,C
cg23335946,Grn,C
cg23337289,Grn,C
cg23337382,Red,T
cg23337754,Grn,C
cg23338195,Red,T
cg23338993,Red,T
cg23345864,Grn,C
cg23346960,Grn,C
cg23347400,Grn,C
cg23347911,Grn,C
cg23347958,Red,T
cg23348028,Red,T
cg23349242,Red,A
cg23349790,Red,A
cg23350087,Red,T
cg23350274,Red,T
cg23350446,Grn,C
cg23350580,Red,A
cg23352030,Red,T
cg23352579,Red,T
cg23352695,Grn,C
cg23352747,Red,T
cg23353982,Grn,C
cg23355492,Grn,C
cg23355725,Grn,C
cg23356993,Grn,C
cg23357981,Red,T
cg23360251,Grn,C
cg23361608,Red,T
cg23362667,Red,T
cg23363832,Red,T
cg23364287,Grn,C
cg23365832,Grn,C
cg23366119,Grn,C
cg23366752,Grn,C
cg23367478,Grn,C
cg23370883,Red,T
cg23372001,Red,T
cg23376526,Grn,C
cg23377693,Red,T
cg23378094,Red,T
cg23378495,Red,T
cg23381116,Grn,C
cg23382741,Grn,C
cg23384185,Grn,C
cg23384620,Grn,C
cg23389061,Grn,C
cg23390397,Grn,C
cg23391006,Grn,C
cg23391785,Grn,C
cg23392730,Grn,C
cg23392782,Grn,C
cg23393291,Red,A
cg23397015,Grn,C
cg23398173,Red,A
cg23398241,Grn,C
cg23398385,Grn,C
cg23400451,Red,T
cg23401756,Red,T
cg23402444,Grn,C
cg23403256,Grn,C
cg23404467,Grn,C
cg23407366,Grn,C
cg23407670,Grn,C
cg23408620,Grn,C
cg23408913,Red,A
cg23410113,Grn,C
cg23410627,Grn,C
cg23411876,Grn,C
cg23412777,Grn,C
cg23412850,Grn,C
cg23412875,Red,T
cg23413307,Red,T
cg23414387,Red,T
cg23414431,Grn,C
cg23418591,Grn,C
cg23422659,Grn,C
cg23423382,Red,T
cg23424268,Red,T
cg23424962,Red,T
cg23426587,Red,T
cg23427565,Grn,C
cg23427666,Red,T
cg23428445,Red,T
cg23429696,Grn,C
cg23430634,Red,T
cg23430664,Grn,C
cg23431988,Grn,C
cg23432345,Red,T
cg23433532,Red,T
cg23433607,Grn,C
cg23434459,Grn,C
cg23434919,Grn,C
cg23435440,Red,T
cg23435746,Red,T
cg23439277,Red,A
cg23440155,Grn,C
cg23441167,Grn,C
cg23441208,Grn,C
cg23442323,Red,T
cg23444894,Grn,C
cg23445511,Grn,C
cg23446109,Grn,C
cg23447996,Grn,C
cg23448096,Grn,C
cg23451311,Red,A
cg23452458,Red,T
cg23455517,Grn,C
cg23455614,Red,T
cg23455897,Grn,C
cg23456306,Grn,C
cg23456692,Grn,C
cg23458892,Grn,C
cg23459997,Grn,C
cg23460697,Grn,C
cg23462402,Red,A
cg23464269,Red,T
cg23470272,Grn,C
cg23471482,Red,T
cg23472215,Grn,C
cg23473726,Red,T
cg23473849,Grn,C
cg23473904,Grn,C
cg23475963,Red,T
cg23476955,Grn,C
cg23477967,Red,T
cg23478284,Grn,C
cg23479658,Red,T
cg23480499,Grn,C
cg23481221,Grn,C
cg23481748,Grn,C
cg23484278,Red,T
cg23486067,Grn,C
cg23487586,Grn,C
cg23488190,Grn,C
cg23489497,Red,T
cg23490074,Grn,C
cg23491309,Grn,C
cg23492043,Grn,C
cg23493704,Grn,C
cg23494853,Grn,C
cg23495059,Red,T
cg23495733,Grn,C
cg23496260,Red,T
cg23499129,Grn,C
cg23499956,Red,T
cg23502772,Grn,C
cg23503501,Grn,C
cg23504246,Grn,C
cg23504707,Grn,C
cg23506842,Red,T
cg23507131,Grn,C
cg23508052,Red,T
cg23508540,Grn,C
cg23508786,Grn,C
cg23509027,Grn,C
cg23509064,Grn,C
cg23509869,Grn,C
cg23512028,Grn,C
cg23512958,Red,T
cg23513504,Red,A
cg23513644,Grn,C
cg23513690,Grn,C
cg23514672,Grn,C
cg23517548,Grn,C
cg23517605,Grn,C
cg23517664,Grn,C
cg23517677,Grn,C
cg23519022,Grn,C
cg23519969,Grn,C
cg23520347,Grn,C
cg23521069,Grn,C
cg23521281,Grn,C
cg23523368,Grn,C
cg23525180,Grn,C
cg23526055,Grn,C
cg23527067,Red,T
cg23528708,Red,A
cg23529954,Grn,C
cg23530288,Grn,C
cg23530850,Grn,C
cg23533073,Red,T
cg23534142,Red,T
cg23536300,Grn,C
cg23538064,Grn,C
cg23538854,Grn,C
cg23539753,Red,T
cg23539966,Grn,C
cg23540518,Red,A
cg23540651,Red,T
cg23540745,Grn,C
cg23543604,Grn,C
cg23545272,Red,A
cg23546413,Grn,C
cg23547073,Grn,C
cg23547429,Red,T
cg23548479,Grn,C
cg23548920,Grn,C
cg23552468,Red,T
cg23555120,Grn,C
cg23557926,Red,T
cg23558650,Grn,C
cg23559331,Red,A
cg23560113,Grn,C
cg23563234,Grn,C
cg23564033,Grn,C
cg23566335,Grn,C
cg23566503,Grn,C
cg23568913,Grn,C
cg23570261,Red,T
cg23571457,Red,T
cg23571857,Red,T
cg23574449,Grn,C
cg23575320,Grn,C
cg23576473,Red,T
cg23577242,Grn,C
cg23578193,Grn,C
cg23579062,Grn,C
cg23580000,Red,T
cg23580945,Red,T
cg23581186,Red,A
cg23582408,Grn,C
cg23582919,Grn,C
cg23583739,Grn,C
cg23585575,Grn,C
cg23587449,Red,T
cg23587532,Grn,C
cg23588553,Red,T
cg23588759,Grn,C
cg23588893,Red,T
cg23591853,Red,T
cg23591869,Red,T
cg23594876,Grn,C
cg23595927,Red,T
cg23596123,Grn,C
cg23599056,Grn,C
cg23599843,Red,T
cg23602533,Red,T
cg23602684,Grn,C
cg23606023,Red,T
cg23606079,Grn,C
cg23609672,Red,A
cg23609821,Grn,C
cg23610018,Grn,C
cg23610820,Grn,C
cg23610841,Red,A
cg23612220,Grn,C
cg23613030,Grn,C
cg23613177,Grn,C
cg23613305,Grn,C
cg23613317,Grn,C
cg23614979,Grn,C
cg23615676,Grn,C
cg23616377,Red,T
cg23616741,Red,T
cg23617121,Red,T
cg23617760,Grn,C
cg23618830,Grn,C
cg23619829,Grn,C
cg23620639,Red,T
cg23621115,Grn,C
cg23621689,Grn,C
cg23621817,Red,T
cg23623692,Red,A
cg23625458,Red,T
cg23626798,Red,A
cg23627134,Grn,C
cg23628240,Red,T
cg23629183,Red,T
cg23629496,Grn,C
cg23631636,Red,A
cg23632840,Grn,C
cg23637791,Grn,C
cg23637943,Grn,C
cg23639989,Grn,C
cg23640092,Red,T
cg23640701,Red,T
cg23640903,Grn,C
cg23641145,Grn,C
cg23641264,Grn,C
cg23641267,Red,T
cg23641648,Grn,C
cg23642747,Grn,C
cg23643330,Grn,C
cg23644127,Grn,C
cg23644213,Red,T
cg23645091,Grn,C
cg23651356,Grn,C
cg23651728,Red,T
cg23652526,Grn,C
cg23652631,Red,T
cg23652939,Red,T
cg23653008,Red,T
cg23653187,Red,T
cg23653712,Grn,C
cg23654219,Grn,C
cg23654545,Red,T
cg23654549,Grn,C
cg23655719,Grn,C
cg23656380,Grn,C
cg23656386,Grn,C
cg23657252,Grn,C
cg23657409,Red,T
cg23659398,Grn,C
cg23660082,Red,T
cg23660191,Red,A
cg23660999,Grn,C
cg23661676,Red,T
cg23662675,Grn,C
cg23663332,Grn,C
cg23663476,Red,T
cg23663653,Grn,C
cg23665568,Red,T
cg23665603,Red,A
cg23667407,Grn,C
cg23667432,Red,T
cg23667933,Grn,C
cg23668257,Red,T
cg23668631,Grn,C
cg23670203,Grn,C
cg23671708,Grn,C
cg23673107,Red,T
cg23674788,Grn,C
cg23674882,Red,T
cg23679085,Red,T
cg23679141,Red,T
cg23679724,Grn,C
cg23680518,Grn,C
cg23680936,Red,T
cg23681213,Red,T
cg23681243,Red,A
cg23683201,Grn,C
cg23684521,Grn,C
cg23685580,Red,T
cg23686014,Grn,C
cg23687186,Grn,C
cg23687319,Red,T
cg23687960,Red,T
cg23689916,Red,T
cg23690380,Red,T
cg23692497,Red,T
cg23693510,Grn,C
cg23694248,Grn,C
cg23695504,Grn,C
cg23696618,Red,T
cg23696712,Red,A
cg23696834,Grn,C
cg23696886,Red,T
cg23696949,Red,T
cg23698058,Grn,C
cg23698287,Grn,C
cg23698956,Red,T
cg23698969,Grn,C
cg23699324,Grn,C
cg23700778,Red,T
cg23702568,Grn,C
cg23704082,Grn,C
cg23704362,Red,T
cg23704703,Grn,C
cg23705973,Red,T
cg23706211,Grn,C
cg23706422,Grn,C
cg23707493,Red,T
cg23707905,Red,A
cg23709121,Grn,C
cg23709838,Grn,C
cg23710218,Grn,C
cg23713520,Grn,C
cg23713742,Red,T
cg23717696,Grn,C
cg23719124,Red,A
cg23719367,Red,T
cg23721140,Red,T
cg23722792,Grn,C
cg23723933,Red,A
cg23724447,Grn,C
cg23727043,Red,T
cg23727583,Grn,C
cg23731764,Grn,C
cg23732024,Grn,C
cg23732182,Grn,C
cg23733753,Grn,C
cg23735442,Grn,C
cg23736819,Red,T
cg23737055,Red,A
cg23737768,Red,T
cg23738770,Red,T
cg23739036,Grn,C
cg23739862,Grn,C
cg23740844,Red,T
cg23741330,Red,T
cg23743114,Red,T
cg23743472,Grn,C
cg23744433,Grn,C
cg23746359,Grn,C
cg23748737,Grn,C
cg23749046,Red,T
cg23749163,Grn,C
cg23749760,Red,T
cg23750142,Red,T
cg23750556,Red,T
cg23751724,Red,T
cg23751922,Grn,C
cg23752923,Grn,C
cg23752985,Red,A
cg23753610,Red,T
cg23756219,Red,T
cg23756272,Red,A
cg23758485,Red,T
cg23759214,Red,A
cg23759710,Grn,C
cg23760945,Red,T
cg23761196,Grn,C
cg23761264,Grn,C
cg23762517,Red,T
cg23764381,Red,T
cg23765993,Red,A
cg23767977,Red,A
cg23769143,Red,T
cg23771603,Grn,C
cg23771661,Red,T
cg23771929,Red,A
cg23772500,Grn,C
cg23772557,Grn,C
cg23773532,Red,T
cg23776012,Grn,C
cg23776217,Grn,C
cg23776892,Grn,C
cg23777956,Grn,C
cg23779106,Grn,C
cg23779331,Red,T
cg23780937,Grn,C
cg23780947,Grn,C
cg23786576,Grn,C
cg23788167,Red,A
cg23790767,Grn,C
cg23792364,Red,T
cg23792978,Grn,C
cg23795623,Grn,C
cg23796040,Grn,C
cg23797100,Grn,C
cg23799276,Grn,C
cg23799313,Red,T
cg23801057,Grn,C
cg23806715,Red,T
cg23807009,Red,T
cg23807559,Grn,C
cg23807646,Red,T
cg23808301,Grn,C
cg23812886,Red,A
cg23813257,Red,T
cg23813564,Grn,C
cg23815000,Red,T
cg23815306,Grn,C
cg23815491,Red,A
cg23815845,Red,T
cg23816572,Grn,C
cg23817637,Grn,C
cg23818978,Grn,C
cg23820285,Grn,C
cg23822915,Red,A
cg23824713,Red,A
cg23824815,Red,T
cg23827867,Grn,C
cg23828212,Grn,C
cg23828595,Grn,C
cg23829949,Red,A
cg23830037,Grn,C
cg23830326,Grn,C
cg23830611,Grn,C
cg23832061,Grn,C
cg23833452,Grn,C
cg23833896,Red,T
cg23834593,Grn,C
cg23835812,Grn,C
cg23836174,Grn,C
cg23837897,Grn,C
cg23838179,Grn,C
cg23838531,Grn,C
cg23839398,Grn,C
cg23839680,Grn,C
cg23841186,Red,A
cg23843505,Grn,C
cg23843812,Grn,C
cg23844090,Red,A
cg23845507,Red,A
cg23845773,Red,T
cg23850212,Grn,C
cg23850272,Red,T
cg23850377,Grn,C
cg23851011,Red,T
cg23854009,Grn,C
cg23854921,Grn,C
cg23855093,Red,T
cg23855121,Grn,C
cg23855392,Red,T
cg23855566,Grn,C
cg23855818,Red,T
cg23855989,Red,A
cg23857226,Red,T
cg23858074,Grn,C
cg23858360,Grn,C
cg23858565,Red,T
cg23859078,Grn,C
cg23861715,Red,T
cg23862908,Red,T
cg23863670,Grn,C
cg23864823,Red,T
cg23865067,Grn,C
cg23865698,Red,T
cg23866755,Red,T
cg23867494,Red,T
cg23867624,Grn,C
cg23868119,Grn,C
cg23871659,Red,A
cg23871933,Grn,C
cg23873703,Grn,C
cg23874078,Red,T
cg23877385,Grn,C
cg23877786,Red,T
cg23877831,Grn,C
cg23878206,Grn,C
cg23879147,Red,T
cg23881601,Grn,C
cg23881725,Red,A
cg23881971,Red,T
cg23882824,Grn,C
cg23886551,Grn,C
cg23886755,Grn,C
